id,yq,arb1,lewspread_avg,lewtspread_avg,lBP_Ratio,ni_at,lcash_at,capx_at,llev_dif,llnsize,latgr_p4
001632,20161,1,1.2197241,2.05,.26903045,2.3293664,42.889431,.32749104,-18.388775,8.8625088,2.9091251
001632,20162,0,1.8119749,1.8966665,.29867393,2.2449484,49.874012,.3358348,-10.49279,8.9356508,10.786675
001632,20163,1,1.3308123,1.6666665,.28158599,3.0438719,49.589645,.49572721,-8.7575073,8.9319868,7.1420355
001632,20164,0,1.3528385,1.3000001,.25453818,3.8536754,49.491318,.53641784,-9.1344223,8.9470329,7.4306927
001632,20171,0,1.5379683,1.5133333,.261655,2.7242336,50.886471,.35553339,-10.191313,8.9834747,12.096587
001632,20172,0,1.2520077,1.8314285,.22869766,.91699111,61.91156,.45993626,7.6678782,9.2304735,29.482246
001632,20173,0,1.2344636,1.4385715,.35351971,.25886196,23.244734,.23895788,18.085051,10.189519,125.7532
001632,20174,0,.98503697,1.1842858,.34497762,1.6464602,4.3029561,.30885631,11.359572,9.9577389,101.07062
001632,20181,0,.95368111,1.2428571,.27704027,1.3870485,4.956357,.29904509,8.6104984,9.9589834,97.55088
001632,20182,0,.86386555,1.1485715,.28197297,1.9197332,3.9684336,.25847208,7.5375528,9.9452686,71.479477
001632,20183,0,.95419639,.97666669,.3263734,1.9664423,3.8818798,.24908003,5.4478827,9.941576,-24.794327
001632,20184,0,1.0664493,.81888884,.30439696,1.9702301,3.7597423,.41853911,3.7761569,9.9305487,-2.718986
001632,20191,0,1.0261028,.76444441,.35317042,1.7359893,3.9931531,.4449583,2.7070255,9.9257269,-3.3256114
001632,20192,0,1.3009387,.28777778,.31766251,1.6855979,2.7755923,.34454846,.78582764,9.990962,4.5693355
001632,20193,0,.94986278,.10749996,.2733939,1.6640732,3.276958,.26678056,-2.1133482,9.9885788,4.7003045
001632,20194,0,1.0345389,-.093749993,.27068985,1.2876084,2.838475,.23682399,-3.7432461,9.9789038,4.8354549
001632,20201,0,.98184615,.03374999,.29635566,.95301002,3.0305841,.25634515,-5.2322388,9.9708023,4.5074911
001632,20202,1,.89634329,.19571425,.28891155,1.2522719,3.0612962,.28143093,-3.7744701,9.9700632,-2.08988
001632,20203,0,1.7534182,.40125,.28667828,1.6985904,3.6763582,.097438343,-3.1121402,9.9688511,-1.9727697
001632,20204,0,.88452911,.33124998,.27760628,1.789508,5.0476193,.13837314,-6.0600133,9.9804287,.15251745
001632,20211,0,.77359194,.44499999,.2723321,1.8097079,4.918159,.31389093,-7.8847466,9.9743471,.35445577
001632,20212,0,.68520194,.61571425,.22190723,1.9724945,4.8883286,.27597806,-9.3164997,9.9730186,.29559821
001632,20213,0,.58142447,1.0228572,.21501479,2.3314154,6.0459647,.39994502,-11.170265,9.9799032,1.1051984
001632,20214,1,.51610887,.87285709,.19854654,.34973586,6.8420501,.60429668,-9.0972843,9.9823542,.19251287
001632,20221,0,.62579781,1.1683333,.41319215,.53529418,3.7803628,.21240176,-19.05945,10.865173,89.08268
001632,20222,0,.83033508,1.45125,.43577147,1.5293636,3.4958069,.23191951,-17.158825,10.8438,87.078102
